성서번호	성서	장	절	문장
9	사무엘상	31	1	불레셋 군이 이스라엘을 공격하였다. 이스라엘 군은 불레셋 군에게 쫓겨 도망치다가 길보아 산에서 마구 쓰러져갔다.
9	사무엘상	31	2	"불레셋 군은 계속 사울과 그의 아들들을 추격하여 사울의 세 아들 요나단, 아비나답, 말기수아를 쳐죽였다."
9	사무엘상	31	3	전세가 이미 다 기울어진 판에 사울마저 적의 화살에 맞아 부상당하고 말았다.
9	사무엘상	31	4	"사울은 자기의 무기 당번에게 일렀다. ""저 오랑캐들에게 붙잡혀 욕을 당할 수는 없다. 차라리 네가 칼을 뽑아 나를 찔러라."" 그러나 무기 당번은 감히 칼을 뽑지 못하고 망설였다. 그러자 사울은 손수 칼을 뽑아 자결하였다."
9	사무엘상	31	5	사울이 죽는 것을 보고는 무기 당번도 자기 칼을 뽑아 자결하였다.
9	사무엘상	31	6	"그리하여 그 날, 사울과 그의 세 아들과 무기 당번과 사울의 부하들이 모두 죽고 말았다."
9	사무엘상	31	7	그 곳 골짜기 건너편과 요르단 강 건너편에 있던 이스라엘 사람들이 이스라엘 군이 도주하고 사울의 부자마저 전사하는 것을 보고 모두 저희의 성읍들을 버리고 도망치자 불레셋 사람들이 거기에 와서 살게 되었다.
9	사무엘상	31	8	"그 이튿날 불레셋 군은 길보아 산에 올라, 죽은 군인들의 옷을 벗기다가 사울과 그의 세 아들이 쓰러져 있는 것을 발견하였다."
9	사무엘상	31	9	그들은 사울의 목을 자르고 갑옷을 벗겨 불레셋 땅 방방곡곡에 보내어 저희의 우상과 백성에게 기쁜 소식을 알렸다.
9	사무엘상	31	10	그리고 나서 그가 입었던 갑옷은 아스다롯 신당에 보관하고 시체는 벳산 성벽에 못박아 달아놓았다.
9	사무엘상	31	11	야베스 길르앗에 살던 사람들은 불레셋 군이 사울을 이렇게 해치웠다는 소식을 듣고
9	사무엘상	31	12	"용사들이 모두 길을 떠나 밤을 도와 벳산에 이르러 사울 부자의 시체를 그 곳 성벽에서 내려다가 야베스로 옮겨 화장한 다음,"
9	사무엘상	31	13	그 뼈를 야베스에 있는 위성류나무 아래 매장하고 칠 일간 단식하였다.
10	사무엘하	1	1	"사울이 죽은 뒤였다. 다윗이 아말렉 군을 쳐부수고 시글락에 돌아와서 이틀을 묵고,"
10	사무엘하	1	2	"사흘째 되던 날, 사울 진영의 한 사람이, 옷이 찢기고, 머리는 흙투성이가 된 채 찾아왔다. 그가 다윗 앞에 나아가 땅에 엎드려 절을 하자,"
10	사무엘하	1	3	"다윗이 물었다. ""너는 어디에서 온 사람이냐?"" ""저는 이스라엘 진영에서 가까스로 살아 남아 온 자입니다."" 하고 그가 대답하자"
10	사무엘하	1	4	"다윗은 일이 어떻게 되었는지 어서 말하라고 다그쳤다. ""이스라엘 군은 싸움터에서 많은 전사자를 내고 다 도망쳤습니다. 사울과 요나단 부자도 전사했습니다."" 하고 그가 대답하였다."
10	사무엘하	1	5	"이 말을 듣고, 다윗은 소식을 전해 준 그 젊은이에게 사울과 요나단 부자가 전사한 사실을 어떻게 알았느냐고 물었다."
10	사무엘하	1	6	"젊은이는 이렇게 대답하였다. ""저는 길보아 산에 올라갔다가 사울이 창으로 몸을 버티고 있는 것을 보았는데, 적의 병거와 기병대가 뒤쫓고 있었습니다."
10	사무엘하	1	7	"사울은 뒤돌아보고 제가 있는 것을 알고는 저를 불렀습니다. 제가 왜 그러시느냐고 대답했더니,"
10	사무엘하	1	8	저더러 누구냐고 물으셨습니다. 제가 아말렉 사람이라고 대답하자
10	사무엘하	1	9	저더러 어서 와서 죽여달라고 하셨습니다. 목숨만 붙어 있을 뿐 더 이상 버틸 수가 없다는 것이었습니다.
10	사무엘하	1	10	"제가 보기에도 다시 일어나 사실 것 같지 않아 다가가서 그의 목숨을 끊어드렸습니다. 그리고 머리에 썼던 왕관과 팔에 끼었던 팔찌를 벗겨서 이렇게 가지고 왔습니다."""
10	사무엘하	1	11	이 말을 듣고 다윗은 자기 옷을 잡아 찢었다. 부하들도 자기들의 옷을 잡아 찢었다.
10	사무엘하	1	12	"그리고 사울과 그의 아들 요나단, 야훼의 백성, 이스라엘 가문이 칼에 맞아 쓰러진 것을 슬퍼하여 해 질 때까지 통곡하며 단식하였다."
10	사무엘하	1	13	"그리고 나서 다윗은 소식을 전해 준 젊은이에게 ""너는 어디 사람이냐?"" 하고 물었다. 그가 이스라엘에 몸붙여 사는 아말렉 이세라고 대답하자,"
10	사무엘하	1	14	"다윗은 ""네놈이 어쩌자고 겁도 없이 손을 대어 야훼께서 기름 부어 세우신 이를 살해했단 말이냐?"" 하고 꾸짖고 나서"
10	사무엘하	1	15	"부하 한 사람을 불렀다. ""저놈을 쳐죽여라."" 하고 다윗이 명령하자 부하가 그를 쳐죽였다."
10	사무엘하	1	16	"다윗은 그를 두고 이렇게 선언하였다. ""너는 네 입으로 야훼께서 기름 부어 세우신 이를 죽였다고 증언했다. 그러니 네가 죽는 것은 네 탓이다."""
10	사무엘하	1	17	다윗은 사울과 그의 아들 요나단의 죽음을 슬퍼하여 조가를 지어
10	사무엘하	1	18	유다 사람들에게 가르치게 하였다. 이 노래는 야살서에 기록되어 있다.
10	사무엘하	1	19	"너 이스라엘의 영광이 산 위에서 죽었구나. 아, 용사들은 쓰러졌구나."
10	사무엘하	1	20	"이 소문을 갓에 알리지 말라. 아스클론 거리에 퍼뜨리지 말라. 불레셋 계집들이 좋아하고, 오랑캐 계집들이 좋아 날뛸라."
10	사무엘하	1	21	"길보아 산악에는 비도 이슬도 내리지 아니하고, 소나기도 쏟아지지 아니하리라. 거기서 용사들의 방패는 더러워졌고, 사울의 방패는 기름칠도 않은 채 버려졌구나."
10	사무엘하	1	22	"요나단이 한번 활을 쏘면 사람들은 피를 쏟으며 쓰러졌고, 그 살에는 적군 용사들의 기름기가 묻고야 말았는데. 사울이 한번 칼을 휘두르면 사람들은 피를 쏟으며 쓰러졌고, 그 칼에는 적군 용사들의 기름기가 묻고야 말았는데."
10	사무엘하	1	23	"사울과 요나단은 살았을 때 그렇게도 정이 두텁더니, 죽을 때도 갈라지지 않았구나. 독수리보다도 날쌔고, 사자보다도 힘이 세더니."
10	사무엘하	1	24	"이스라엘의 딸들아, 주홍색 옷을 입혀주고 그 옷에 금장식을 달아주던 사울을 생각하고 통곡하여라."
10	사무엘하	1	25	"아, 용사들이 싸움터에 쓰러졌구나. 요나단이 산 위에서 죽었구나."
10	사무엘하	1	26	"나의 형, 요나단, 형 생각에 나는 가슴이 미어지오. 형은 나를 즐겁게 해주더니. 형의 그 남다른 사랑, 어느 여인의 사랑도 따를 수 없었는데."
10	사무엘하	1	27	"아, 용사들은 쓰러지고, 무기는 사라졌구나."
10	사무엘하	2	1	"이런 일이 있은 뒤, 다윗이 야훼께 여쭈었다. ""유다 지방에 올라가 어느 성읍에 자리를 잡아도 되겠습니까?"" 야훼께서 올라가라고 하시자 다윗이 다시 여쭈었다. ""어디로 올라가면 좋겠습니까?"" ""헤브론으로 올라가거라."""
10	사무엘하	2	2	"이 말씀을 듣고 다윗은 이즈르엘 여자 아히노암과 가르멜 사람 나발의 아내였던 아비가일, 두 아내를 데리고 헤브론으로 갔다."
10	사무엘하	2	3	다윗은 부하들의 가족까지도 모두 데리고 올라가 헤브론에 있는 여러 성에 흩어져 살게 하였다.
10	사무엘하	2	4	"이 때, 유다 사람들이 그리로 찾아와 다윗에게 기름을 붓고 그를 유다 왕으로 삼았다. 다윗은 야베스 길르앗 사람들이 사울의 장례를 치렀다는 말을 듣고"
10	사무엘하	2	5	"야베스 길르앗 주민들에게 전갈을 보냈다. ""그대들이 상전 사울의 장례를 치러 충성을 보였으니 야훼께서 복을 내리시기를 바라오."
10	사무엘하	2	6	"이제 야훼께서는 그대들에게 틀림없이 은덕을 베푸실 것이오. 그대들이 이런 일을 했으니, 나도 그대들에게 잘해 주겠소."
10	사무엘하	2	7	"그대들의 상전 사울은 세상을 떠났고, 유다 가문은 나에게 기름을 부어 왕으로 삼았소. 그러니 낙심말고 힘들을 내시오."""
10	사무엘하	2	8	"한편, 넬의 아들 아브넬은 사울의 사령관이었는데, 그는 사울의 아들 이스보셋을 모시고 마하나임으로 건너가서"
10	사무엘하	2	9	"길르앗, 아술, 이즈르엘, 에브라임, 베냐민 등, 온 이스라엘의 왕으로 삼았다."
10	사무엘하	2	10	"사울의 아들 이스보셋은 이스라엘 왕위에 오를 때 사십 세였다. 그는 이 년밖에 왕노릇 하지 못하였다. 한편, 유다 가문은 다윗을 따랐는데,"
10	사무엘하	2	11	그는 헤브론에서 칠 년 반 동안 유다 가문의 왕노릇을 했다.
10	사무엘하	2	12	"어느 날, 넬의 아들 아브넬이 사울의 아들 이스보셋의 부하들을 거느리고 마하나임에서 기브온으로 왔다."
10	사무엘하	2	13	"스루야의 아들 요압도 다윗의 부하들을 거느리고 기브온 못 가로 나가 서로 맞붙게 되었다. 한 편은 못 이 쪽에, 다른 한 편은 못 저 쪽에 진을 쳤다."
10	사무엘하	2	14	"아브넬이 요압에게 말을 건넸다. ""젊은 군인들을 뽑아 이 자리에서 겨루게 하면 어떤가?"" 요압도 그렇게 하자고 응했다."
10	사무엘하	2	15	"이윽고 사울의 아들 이스보셋 편인 베냐민 가문에서 열두 사람, 다윗의 부하 가운데서 열두 사람이 나섰다."
10	사무엘하	2	16	"그들은 서로 상대방의 머리를 그러쥐고 칼로 옆구리를 찔러 양편이 모두 쓰러져 죽었다. 그래서 기브온에 있는 그 곳을 ""옆구리 벌판""이라고 부르게 되었다."
10	사무엘하	2	17	그 날 격전이 벌어졌다. 아브넬이 거느린 이스라엘 편은 다윗의 부하들에게 패하고 말았다.
10	사무엘하	2	18	"거기에는 스루야의 세 아들, 요압과 아비새와 아사헬이 있었는데, 아사헬은 달음박질이 들사슴처럼 빨랐다."
10	사무엘하	2	19	그는 한눈 한 번 팔지 않고 아브넬의 뒤를 곧장 쫓았다.
10	사무엘하	2	20	"아브넬이 뒤를 돌아보며 ""아사헬, 너였구나."" 하고 말했다. ""그렇다."" 아사헬이 말을 받자,"
10	사무엘하	2	21	"아브넬이 ""네 좌우에 있는 젊은 놈이나 하나 잡아서 갑옷이라도 빼앗아라."" 하고 말했다. 그래도 아사헬이 들은 체도 않고 따라붙자,"
10	사무엘하	2	22	"아브넬이 타일렀다. ""내 뒤는 그만 쫓고 물러가라! 너를 쳐서 쓰러뜨리고 싶지는 않다. 그렇게 되면 네 형 요압을 볼 낯이 없지 않겠느냐?"""
10	사무엘하	2	23	그래도 아사헬이 물러서려고 하지 않자 아브넬은 창 끝으로 아사헬의 배를 찔렀다. 창이 아사헬의 등을 뚫고 나가 그는 그 자리에 쓰러져 죽고 말았다. 다른 사람들도 아사헬이 쓰러져 죽은 곳까지 와서는 더 나아가지 못하고 그 자리에 멈추어 섰다. 그러나
10	사무엘하	2	24	요압과 아비새만은 아브넬을 계속 쫓았다. 그들이 기브온 사막으로 가는 길가에 있는 기아 맞은편 암마 언덕에 다다랐을 때 날이 저물었다.
10	사무엘하	2	25	"한편, 아브넬을 따라온 베냐민 사람들은 언덕 위에서 그를 둘러싸고 한데 뭉쳐서 버티었다."
10	사무엘하	2	26	"아브넬이 요압 쪽에 대고 소리쳤다. ""언제까지 피를 보아야 하겠느냐? 이러다가는 마침내 끔찍한 일이 일어날 줄을 모르느냐? 너는 군사들에게 동족을 그만 추격하고 돌아가라는 명령을 끝내 내리지 않을 셈이냐?"""
10	사무엘하	2	27	"네가 그런 말을 하지 않았더라면, 너희가 아무리 동족이라 해도 우리 군사들이 내일 아침까지는 천하 없어도 너를 따라잡았을 것이다."
10	사무엘하	2	28	"이렇게 말하고 나서 요압은 나팔을 불어 추격을 멈추고, 더 이상 이스라엘 군을 쫓아가며 치지 않았다."
10	사무엘하	2	29	아브넬은 부하들을 이끌고 밤을 새우며 아라바를 지나 요르단 강을 건너고 아침 나절에도 내내 걸어서 가까스로 마하나임에 다다랐다.
10	사무엘하	2	30	요압이 아브넬 추격을 그만두고 돌아와서 군사들을 모아보니 아사헬과 다윗의 신하 열아홉이 없어졌다.
10	사무엘하	2	31	다윗의 부하들 손에 죽은 아브넬 수하 베냐민 군은 삼백육십 명이나 되었다.
10	사무엘하	2	32	군사들은 아사헬을 베들레헴에 있는 조상의 무덤에 안장하였다. 요압은 부하들을 거느리고 밤새 걸어서 동 틀 무렵에 헤브론에 다다랐다.
10	사무엘하	3	1	사울 왕실과 다윗 왕실 사이의 싸움은 오래 계속되었다. 다윗은 갈수록 강해졌고 사울 왕실은 갈수록 약해졌다.
10	사무엘하	3	2	"다윗이 헤브론에서 낳은 아들은 다음과 같다. 이즈르엘 여자 아히노암에게서 맏아들 암논을 낳았고,"
10	사무엘하	3	3	"가르멜 사람 나발의 아내였던 아비가일에게서 둘째 아들 길랍을 낳았고, 그술 왕 탈매의 딸 마아가에게서 셋째 아들 압살롬을 낳았고,"
10	사무엘하	3	4	"하낏에게서 넷째 아들 아도니야를 낳았고, 아비탈에게서 다섯째 아들 스바티야를 낳았고,"
10	사무엘하	3	5	애처 에글라에게서 여섯째 아들 이드르암을 낳았다. 이상은 다윗이 헤브론에서 낳은 아들들이다.
10	사무엘하	3	6	"사울 왕실과 다윗 왕실 사이에 싸움이 계속되는 동안, 아브넬은 사울 왕실에서 차츰 세력을 굳혀갔다."
10	사무엘하	3	7	"사울에게 아야의 딸 리스바라는 후궁이 있었는데, 아브넬이 그를 범하였다. 이스보셋이 왜 자기 아버지의 후궁을 범했느냐고 꾸짖자"
10	사무엘하	3	8	"아브넬은 몹시 화를 냈다. ""나를 개대가리로 아시오? 이 날까지 나는 당신의 선친 사울의 왕실과 그 동기간과 동지들에게 충성을 바쳐 당신을 다윗의 손에 넘기지 않고 있는데, 당신은 오늘 하찮은 여자 일로 나를 책잡으시오?"
10	사무엘하	3	9	나는 야훼께서 다윗에게 다짐해 주신 일이나 이루어야겠소. 만일 그렇게 하지 못한다면 이 아브넬은 어떤 천벌이라도 달게 받을 것이오.
10	사무엘하	3	10	"이 나라 사울 왕실을 다윗에게 넘겨주는 도리밖에 없소. 단에서 브엘세바에까지 이르는 유다와 이스라엘을 다스리도록 다윗을 왕으로 받드는 도리밖에 없소."""
10	사무엘하	3	11	이스보셋은 겁이 나서 아브넬에게 아무 말도 못하였다.
10	사무엘하	3	12	"아브넬이 다윗에게 사람을 보내어 제안했다. ""이 나라가 내 것이 아니고 누구의 것입니까? 그러니, 나와 계약을 맺읍시다. 나는 당신을 도와 온 이스라엘이 당신에게 돌아가게 하겠습니다."""
10	사무엘하	3	13	"좋소. 그 말대로 밀약을 맺읍시다. 하며 다윗은 조건을 내놓았다. ""그 대신 조건이 하나 있소. 나를 만나러 오는 길에 사울 왕의 딸 미갈을 데려오시오. 미갈을 데려오지 않고서는 나를 볼 생각을 마시오."""
10	사무엘하	3	14	"한편 다윗은 사울의 아들 이스보셋에게 사절을 보내어 ""내 아내 미갈을 돌려주시오. 미갈은 내가 불레셋 사람의 남근 백 개를 바치고 얻은 사람이오."" 하고 청하였다."
10	사무엘하	3	15	"이스보셋이 사람을 보내어 라이스의 아들 발티엘에게서 미갈을 빼앗아 오는데,"
10	사무엘하	3	16	그의 남편은 바후림까지 울면서 따라오다가 아브넬이 돌아가라고 하자 하는 수 없이 돌아갔다.
10	사무엘하	3	17	"아브넬이 이스라엘의 장로들에게 말하였다. ""당신들이 전부터 여러 차례 다윗을 왕으로 모시자고 하였으니"
10	사무엘하	3	18	"이제 그대로들 하십시오. 야훼께서 '내 종 다윗의 손으로 내 백성 이스라엘을 불레셋뿐만 아니라 모든 원수의 손아귀에서 건져내리라.' 하시지 않았습니까?"""
10	사무엘하	3	19	"아브넬은 베냐민 지파에게도 같은 말을 전한 다음, 이스라엘과 베냐민 가문이 다 좋게 여긴다는 것을 다윗에게 알리려고 헤브론으로 떠났다."
10	사무엘하	3	20	"아브넬이 부하 이십 명을 거느리고 헤브론으로 다윗을 찾아가자, 다윗은 아브넬 일행을 맞아 잔치를 베풀었다."
10	사무엘하	3	21	"그 자리에서 아브넬은 다윗에게 이렇게 제의했다. ""제가 돌아가서 온 이스라엘을 불러모아 임금님과 조약을 맺도록 하겠습니다. 임금님께서는 이 온 지역을 뜻대로 다스리십시오."" 다윗은 아브넬을 고이 보냈다."
10	사무엘하	3	22	"마침, 다윗의 부하들을 거느리고 전장에 나갔던 요압이 많은 전리품을 거두어가지고 돌아왔다. 그 때 아브넬은 다윗과 함께 헤브론에 있지 않았다. 다윗이 이미 아브넬을 고이 보낸 뒤였던 것이다."
10	사무엘하	3	23	"군사들을 이끌고 돌아온 요압은, 넬의 아들 아브넬이 왕을 찾아왔었는데 왕이 그를 고이 보냈다는 말을 듣고,"
10	사무엘하	3	24	"왕에게 나아가 항의했다. ""아브넬이 임금님께 왔었는데 그자를 그대로 보내시다니, 어찌 그러실 수가 있습니까?"
10	사무엘하	3	25	"임금님께서는 넬의 아들 아브넬을 잘 아시지 않습니까? 그자는 임금님을 속이고 임금님의 동정을 살피러 왔던 것입니다. 임금님께서 하시는 일을 샅샅이 살피러 왔던 것입니다."""
10	사무엘하	3	26	요압은 다윗 앞을 물러나와 사람들을 보내어 아브넬의 뒤를 쫓게 하였다. 그들은 시라 우물 가에서 아브넬을 사로잡아 데리고 돌아왔다. 그러나 다윗은 그런 사정을 몰랐다.
10	사무엘하	3	27	아브넬이 헤브론으로 끌려오자 요압은 단둘이서 할 이야기라도 있는 듯이 속여 아브넬을 성문 한 옆으로 데리고 가서 배를 찔러 죽였다. 자기 동생 아사헬의 복수를 한 것이다.
10	사무엘하	3	28	"다윗은 그 뒤에야 이 일을 알고 말했다. ""넬의 아들 아브넬이 피를 흘리고 죽었으나, 나와 내 나라는 영원히 야훼께 죄받을 일이 없다."
10	사무엘하	3	29	"그 죄는 요압의 머리와 그 가문에 돌아갈 것이다. 그 집안에는 성병환자, 문둥이, 물레질이나 할 자, 칼에 맞아 죽거나 굶어 죽을 자가 끊이지 아니하리라."""
10	사무엘하	3	30	요압과 아비새 형제가 아브넬을 죽인 것은 아브넬이 저희 동생 아사헬을 기브온 전투에서 죽였기 때문이었다.
10	사무엘하	3	31	"다윗은 요압과 그가 거느린 전군에 영을 내렸다. ""옷을 찢고 굵은 베 옷을 허리에 두르고 아브넬의 상여를 앞서가며 곡하라."" 그리고 다윗 왕도 몸소 상여 뒤를 따랐다."
10	사무엘하	3	32	"아브넬을 헤브론에 장사한 다음, 다윗 왕이 아브넬의 무덤 앞에서 목놓아 울자 군인들도 모두 따라 곡을 했다."
10	사무엘하	3	33	왕은 아브넬의 죽음을 슬퍼하여 조가를 지었다. 아브넬이 어이없이 개죽음을 당하다니!
10	사무엘하	3	34	"손이 묶이지도 않았고, 발에 쇠고랑을 차지도 않았는데, 불한당에게 맞아 쓰러지듯 죽었구나! 온 군인들은 다시 그를 생각하며 곡을 했다."
10	사무엘하	3	35	"사람들은 다윗 앞에 나아가 요기라도 좀 하시라고 권하였다. 아직 해가 지기 전이었다. 다윗은 ""해 지기 전에 음식을 입에 댄다면 어떤 천벌이라도 달게 받겠다."" 하고 맹세하였다."
10	사무엘하	3	36	이것을 보고 군사들은 모두 흐뭇하게 여겼다. 왕이 하는 일은 모두 좋게 보였던 것이다.
10	사무엘하	3	37	그제야 비로소 모든 군사들과 온 이스라엘은 왕이 사람을 시켜 넬의 아들 아브넬을 죽인 것이 아니라는 사실을 알게 되었다.
10	사무엘하	3	38	"왕이 신하들에게 일렀다. ""그대들도 알다시피 오늘 이스라엘의 위대한 장군이 죽었소."
10	사무엘하	3	39	"스루야의 아들들이 너무 억세어서 나에게는 힘에 겹소. 이처럼 무력해서야 내가 어찌 왕노릇을 하겠소? 야훼께서 그런 나쁜 짓을 한 자들에게 그만한 벌을 내리시기를 바랄 뿐이오."""
10	사무엘하	4	1	사울의 아들 이스보셋은 아브넬이 헤브론에서 죽었다는 소식을 듣고 맥이 풀렸다. 온 이스라엘도 갈팡질팡하였다.
10	사무엘하	4	2	"사울의 아들 이스보셋 수하에는 특공대 대장이 둘 있었는데, 하나는 바아나요, 또 하나는 레갑이었다. 둘 다 베냐민 족속이며 브에롯 사람인 림몬의 아들이었다. 브에롯도 베냐민 가문에 속한 것으로 쳐주고 있었다."
10	사무엘하	4	3	브에롯 사람들은 기따임으로 난을 피해 갔다가 오늘날까지 거기에 머물러 살고 있다.
10	사무엘하	4	4	"사울의 아들 요나단에게는 다리를 저는 아들이 하나 있었다. 그가 다섯 살 때, 이즈르엘에서 사울과 요나단이 죽었다는 소식이 전해지자, 유모가 그를 안고 허둥지둥 도망치다가 떨어뜨리는 바람에 다리를 절게 되었던 것이다. 그의 이름은 므비보셋이었다."
10	사무엘하	4	5	브에롯 사람 림몬의 두 아들 레갑과 바아나가 한낮에 이스보셋 왕궁을 찾아갔다. 때마침 이스보셋은 낮잠을 자고 있었다.
10	사무엘하	4	6	레갑 형제는 밀을 가지러 온 것처럼 꾸미고 궁으로 들어가서 이스보셋의 배를 찌르고 달아났다.
10	사무엘하	4	7	둘은 궁에 들어가서 이스보셋이 침대에 누워 자는 것을 보고 그를 죽인 다음 목을 베어가지고 밤새 아라바 길을 걸어
10	사무엘하	4	8	"헤브론으로 갔다. 그들은 다윗 왕에게 이스보셋의 머리를 바치며 아뢰었다. ""임금님의 목숨을 해치려던 원수 사울의 아들 이스보셋의 머리가 여기 있습니다. 야훼께서 오늘 임금님의 원수를 갚으시어 사울 부자에게 벌을 내리셨습니다."""
10	사무엘하	4	9	"그러자 다윗은 브에롯 사람 림몬의 아들 레갑과 바아나 형제에게 말하였다. ""사지에 빠졌을 때마다 내 목숨을 건져주신 야훼 앞에서 맹세한다."
10	사무엘하	4	10	전에도 희소식이나 되는 줄 알고 사울의 죽음을 전해 주던 자가 있었다. 그 때 나는 그 소식을 가져온 대가로 그자를 잡아 시글락에서 처형하였다.
10	사무엘하	4	11	"그런데 너희 고약한 놈들은 집에서 잠자리에 누워 자고 있는 무고한 사람을 죽였으니 내가 그대로 둘 성싶으냐? 나 이제 너희 둘을 죽여 그의 원한을 풀어주리라. 너희 같은 자들을 이 땅에서 씨도 남기지 않으리라."""
10	사무엘하	4	12	그리고 다윗은 호위병에게 명령하여 둘을 죽이고 그 손과 발을 잘라 헤브론 못 가에 매달게 하였다. 그리고 이스보셋의 머리를 거두어 헤브론에 있는 아브넬의 무덤에 장사지냈다.
10	사무엘하	5	1	"이스라엘 여러 족속이 모두 헤브론으로 다윗을 찾아와 아뢰었다. ""우리는 임금님과 한 골육입니다."
10	사무엘하	5	2	"전에 사울이 우리의 왕이었을 때에도 우리 이스라엘을 거느리고 출전하신 것은 임금님이었습니다. 야훼께서도 임금님께 '너는 내 백성 이스라엘의 목자로서 이스라엘의 영도자가 되라.' 하지 않으셨습니까?"""
10	사무엘하	5	3	"이리하여 다윗 왕은 헤브론으로 찾아온 이스라엘의 모든 장로들을 맞아 야훼 앞에서 조약을 맺었고, 그들은 다윗에게 기름을 부어 이스라엘 왕으로 삼았다."
10	사무엘하	5	4	다윗은 나이 삼십에 왕위에 올라 사십 년을 다스렸다.
10	사무엘하	5	5	"헤브론에서 칠 년 육 개월 동안 유다를 다스렸고, 예루살렘에서는 삼십삼 년 동안 온 이스라엘과 유다를 다스렸다."
10	사무엘하	5	6	"다윗 왕이 부하를 거느리고 예루살렘을 치러 가자, 거기 사는 여부스인들이 다윗에게 빈정거렸다. ""너 같은 것이 이리로 쳐들어오다니, 어림도 없다. 소경이나 절름발이도 너쯤은 쫓아낼 수 있다."" 그들은 다윗이 감히 쳐들어오지는 못하리라고 생각했던 것이다."
10	사무엘하	5	7	그러나 다윗은 그 견고한 시온 성을 점령하였다. 그리하여 이것이 다윗의 도성이 되었다.
10	사무엘하	5	8	"그 날, 다윗은 이런 명령을 내렸다. ""누가 여부스인을 치려느냐? 물을 길어 올리는 바위벽을 타고 올라가 절름발이와 소경들을 쳐라. 이 다윗은 그자들이 사무치게 밉다."" 이리하여 소경과 절름발이는 왕궁에 들어가지 못하게 되었다."
10	사무엘하	5	9	다윗은 그 견고한 성에서 살며 그 성을 다윗의 도성이라고 불렀다. 그는 밀로의 안쪽으로 다시 성곽을 둘러 쌓았다.
10	사무엘하	5	10	"만군의 하느님 야훼께서 다윗과 함께 계시므로, 그의 세력은 날로 뻗어갔다."
10	사무엘하	5	11	띠로 왕 히람은 다윗에게 사절단을 보내며 송백 재목과 함께 목수와 석수를 딸려 보내어 다윗의 궁을 짓게 하였다.
10	사무엘하	5	12	다윗은 야훼께서 자기를 이스라엘 왕으로 튼튼히 세우시고 자기의 왕권을 떨치게 하신 것은 당신의 백성 이스라엘을 잘되게 하시려는 데 그 뜻이 있다는 것을 알게 되었다.
10	사무엘하	5	13	다윗은 헤브론에서 예루살렘으로 자리를 옮긴 뒤 후궁들을 더 얻어 아들딸을 많이 낳았다.
10	사무엘하	5	14	"그가 예루살렘에서 낳은 아들들의 이름은 삼무아, 소밥, 나단, 솔로몬,"
10	사무엘하	5	15	"이브할, 엘리수아, 네벡, 야비아,"
10	사무엘하	5	16	"엘리사마, 엘리아다, 엘리벨렛이었다."
10	사무엘하	5	17	이스라엘이 다윗에게 기름 부어 왕으로 모셨다는 말을 듣고 불레셋 군은 다윗을 잡으려고 쳐 올라왔다. 다윗이 이 소식을 듣고 요새로 내려갔을 때
10	사무엘하	5	18	불레셋 군은 이미 르바임 골짜기를 가득 메우고 있었다.
10	사무엘하	5	19	"다윗이 야훼께 물었다. ""불레셋 군을 쳐 올라가도 되겠습니까? 야훼께서는 그들을 제 손에 넘겨주시겠습니까?"" 야훼께서 다윗에게 대답하셨다. ""쳐 올라가라. 내가 기어이 불레셋 군을 네 손에 넘겨주리라."" 다윗은 야훼의 응낙을 받고"
10	사무엘하	5	20	"바알브라심으로 가서 그들을 쳐부수었다. 그리고 그는 ""물이 둑을 무너뜨리듯 야훼께서 원수를 내 앞에서 무너뜨리셨다.""고 하여 그 곳을 바알브라심이라 불렀다."
10	사무엘하	5	21	다윗은 불레셋 군이 그 곳에 버리고 간 우상들을 부하들과 함께 말끔히 치웠다.
10	사무엘하	5	22	불레셋 군이 다시 쳐 올라와 르바임 골짜기를 메웠다.
10	사무엘하	5	23	"다윗이 야훼께 물으니 야훼께서 이렇게 일러주셨다. ""곧장 올라가지 말고 적의 뒤로 돌아가 바카 향나무 맞은편에서 습격하여라."
10	사무엘하	5	24	"그 바카나무 숲 위에서 발소리가 나거든 곧 진격하여라. 나 야훼가 앞장서서 불레셋 군을 치러 나가는 것이다."""
10	사무엘하	5	25	이리하여 다윗은 야훼의 명령을 따라 불레셋 군을 기브온에서 게젤까지 쫓아가며 무찔렀다.
10	사무엘하	6	1	다윗은 이스라엘에서 정병 삼만 명을 소집했다.
10	사무엘하	6	2	다윗은 이 전군을 거느리고 유다 바알라에 가서 하느님의 궤를 옮겨오려는 것이었다. 그 궤는 거룹을 타고 계시는 만군의 야훼의 이름으로 불리는 궤였다.
10	사무엘하	6	3	"그들이 언덕 위에 있는 아비나답의 집에서 하느님의 궤를 새 수레에 싣고 나올 때, 아비나답의 아들 우짜와 아효가 그 새 수레를 몰았다."
10	사무엘하	6	4	"우짜는 궤 옆에서 따르고, 아효는 궤 앞에서 인도했다."
10	사무엘하	6	5	다윗과 온 이스라엘 백성은 수금과 거문고를 뜯고 소구와 땡땡이와 바라를 치면서 마음껏 노래부르며 춤을 추었다.
10	사무엘하	6	6	그들이 나곤이라는 사람의 타작 마당을 지날 때였다. 소가 뛰는 바람에 하느님의 궤가 떨어지려고 하자 우짜가 손을 대어 붙들었는데
10	사무엘하	6	7	야훼 하느님께서 우짜의 잘못을 보시고 진노하여 그를 치셨다. 우짜는 하느님의 궤 옆에서 죽었다.
